,Characters,Dialogue,Movie
5693,PADME, Oh Anakin I'm afraid.,Revenge of the Sith
5695,ANAKIN, Have faith my love. Everything will soon be set right. The Chancellor has given me a very important mission. The Separatists have gathered in the Mustafar system. I'm going there to end this war. Wait for me until I return . . . things will be different I promise.,Revenge of the Sith
5697,ANAKIN,  Please wait for me.,Revenge of the Sith
5698,PADME, I will.,Revenge of the Sith
5700,C-3PO,  Well he is under a lot of stress Artoo.,Revenge of the Sith
5702,C-3PO,  Take care my little friend.,Revenge of the Sith
5704,C-3PO,  My Lady is there anything I might do?,Revenge of the Sith
5705,PADME, No thank you Threepio.,Revenge of the Sith
5706,G-3PO, A snack perhaps?,Revenge of the Sith
5707,PADME, No.,Revenge of the Sith
5709,C-3PO, I feel so helpless.,Revenge of the Sith
5714,BAIL ORGANA, You made it.,Revenge of the Sith
5715,YODA, Master Kenobi dark times are these. Good to see you. it is.,Revenge of the Sith
5716,OBI-WAN, You were attacked by your Clones also?,Revenge of the Sith
5717,YODA, With the help of the Wookiees barely escape I did.,Revenge of the Sith
5718,OBI-WAN, How many other Jedi managed to survive?,Revenge of the Sith
5719,YODA, Heard from no one have we.,Revenge of the Sith
5720,BAIL ORGANA, I saw thousands of troops attack the Jedi Temple. That's why I went looking for Yoda.,Revenge of the Sith
5721,OBI-WAN, Have we had any contact from the Temple?,Revenge of the Sith
5722,YODA, Received a coded retreat message we have.,Revenge of the Sith
5723,BAIL ORGANA, It requests all Jedi to return to the Temple. It says that the war is over . . .,Revenge of the Sith
5724,OBI-WAN, Well then we must go back! If there are other stragglers they will fall into the trap and be killed.,Revenge of the Sith
5725,BAIL ORGANA, It's too dangerous to return.,Revenge of the Sith
5726,YODA, Suggest dismantling the coded signal do you?,Revenge of the Sith
5727,OBI-WAN, Yes Master. There is too much at stake here and we need a clearer picture of what has happened.,Revenge of the Sith
5728,YODA, I agree. In a dark place we find ourselves ... a little more knowledge might light our way.,Revenge of the Sith
5733,NUTE GUNRAY, The plan has gone as you had promised My Lord.,Revenge of the Sith
5734,DARTH SIDIOUS, You have done well Viceroy. When my new apprentice Darth Vader arrives he will take care of you.,Revenge of the Sith
5738,PILOT, We are receiving a message from the Chancellor's office sir.,Revenge of the Sith
5739,BAIL ORGANA, Send it through.,Revenge of the Sith
5740,PILOT, Yes sir.,Revenge of the Sith
5742,MAS AMEDDA, Senator Organa . . . the Supreme Chancellor of the Republic requests your presence at a special session of Congress.,Revenge of the Sith
5743,BAIL ORGANA, Tell the Chancellor I will be there.,Revenge of the Sith
5744,MAS AMEDDA, Very well. He will be expecting you.,Revenge of the Sith
5746,BAIL ORGANA, It could be a trap.,Revenge of the Sith
5747,OBI-WAN, No I don't think so. The Chancellor will not be able to control the thousands of star systems without keeping the Senate intact.,Revenge of the Sith
5748,YODA, If a special session of Congress there is easier for us to enter the Jedi Temple it will be.,Revenge of the Sith
5751,GUARD, Welcome back Senator. May I see your clearance?,Revenge of the Sith
5752,BAIL ORGANA, Certainly.,Revenge of the Sith
5753,GUARD, Thank you you may proceed. We will take custody of the Jedi.,Revenge of the Sith
5754,OBI-WAN, It would be better if we stayed with the Senator.,Revenge of the Sith
5755,GUARD, It would be better if they stayed with you.,Revenge of the Sith
5761,ANAKIN, Artoo . . . stay with the ship.,Revenge of the Sith
5767,NUTE GUNRAY, Welcome Lord Vader. We've been expecting you.,Revenge of the Sith
5773,OBI-WAN, There are several battalions of Clone Troopers on every level. Many are dressed as Jedi.,Revenge of the Sith
5774,YODA, Dismantle the coded signal quickly. That group back there soon discovered will be.,Revenge of the Sith
5779,PALPATINE, . . . and the Jedi Rebellion has been foiled.,Revenge of the Sith
5780,BAIL ORGANA, I was held up. What's happening?,Revenge of the Sith
5781,PADME, The Chancellor has been elaborating on a plot by the Jedi to overthrow the Senate.,Revenge of the Sith
5782,BAIL ORGANA, That's not true!,Revenge of the Sith
5783,PADME, He's been presenting evidence all afternoon.,Revenge of the Sith
5784,BAIL ORGANA, And the Senate will go along with it just like they always do.,Revenge of the Sith
5785,PALPATINE, The remaining Jedi will be hunted down and defeated.  Any collaborators will suffer the same fate.,Revenge of the Sith
5790,OBI-WAN, Not even the younglings survived.,Revenge of the Sith
5791,YODA, Killed not by clones this Padawan. By a lightsaber he was.,Revenge of the Sith
5792,OBI-WAN, . . .Who?? Who could have done this?,Revenge of the Sith
5798,PALPATINE, The attempt on my life has left me scarred and deformed but I assure you my resolve has never been stronger.,Revenge of the Sith
5804,PALPATINE, The war is over.  and the Jedi rebellion has been foiled. We stand on the threshold of a new beginning.,Revenge of the Sith
5806,PADME, Well this is the moment we discover if he intends to return the Republic to a democracy.,Revenge of the Sith
5807,PALPATINE, In order to ensure our security and continuing stability the Republic will be reorganized into the first Galactic Empire for a safe and secure society which I assure you will last for ten thousand years.,Revenge of the Sith
5809,PALPATINE,  An empire that will continue to be ruled by this august body and a sovereign ruler chosen for life . . .,Revenge of the Sith
5811,PALPATINE,  An empire ruled by the majority . . . Ruled by a new constitution . . .,Revenge of the Sith
5813,PADME, So this is how liberty dies with thunderous applause . . .,Revenge of the Sith
5814,BAIL ORGANA, We cannot let this happen.,Revenge of the Sith
5816,PADME, Not now! There will be a time.,Revenge of the Sith
5819,RUNE HAAKO, Stop! Enough this is not right!,Revenge of the Sith
5823,NUTE GUNRAY, The war is over. Lord Sidious promised us peace ... we only want . . .,Revenge of the Sith
5827,OBI-WAN, I've recalibrated the code warning all surviving Jedi to stay away.,Revenge of the Sith
5828,YODA, Good . . . For the Clones to discover the recalibration a long time it will take. To change it back longer still. Hurry.,Revenge of the Sith
5831,OBI-WAN, Wait Master. There is something I must know . . .,Revenge of the Sith
5832,YODA, If into the security recordings you go only pain will you find.,Revenge of the Sith
5833,OBI-WAN, I must know the truth Master.,Revenge of the Sith
5835,OBI-WAN,  It can't be . . . It can't be . . .,Revenge of the Sith
5837,ANAKIN, The traitors have been taken care of Lord Sidious.,Revenge of the Sith
5838,DARTH SlDIOUS, Good . . . good . . . You have done well my new apprentice. Do you feel your power growing?,Revenge of the Sith
5839,ANAKIN, Yes My Master.,Revenge of the Sith
5840,DARTH SlDIOUS, Now Lord Vader now go and bring peace to the Empire.,Revenge of the Sith
5842,OBI-WAN, I can't watch any more.,Revenge of the Sith
5844,YODA, Destroy the Sith we must.,Revenge of the Sith
5845,OBI-WAN, Send me to kill the Emperor. I will not kill Anakin.,Revenge of the Sith
5846,YODA, To fight this Lord Sidious strong enough you are not.,Revenge of the Sith
5847,OBI-WAN, He is like my brother ... I cannot do it.,Revenge of the Sith
5848,YODA, Twisted by the dark side young Skywalker has become. The boy you trained gone he is . . . Consumed by Darth Vader.,Revenge of the Sith
5849,OBI-WAN, How could it have come to this?,Revenge of the Sith
5850,YODA, To question no time there is.,Revenge of the Sith
5851,OBI-WAN, I do not know where the Emperor has sent him. I don't know where to look.,Revenge of the Sith
5852,YODA, Use your feelings Obi-Wan and find him you will. Visit the new Emperor my task is. May the Force be with you.,Revenge of the Sith
5853,OBI-WAN, May the Force be with you Master Yoda.,Revenge of the Sith
5858,C-3PO, Hello might I help you . . . Oh it's you Master Kenobi. Come in quickly.,Revenge of the Sith
5860,OBI-WAN, Has Anakin been here . . . ?,Revenge of the Sith
5861,C-3PO, Yes . . . right after the attack on the Jedi Temple.,Revenge of the Sith
5863,PADME, Master Kenobi . . .,Revenge of the Sith
5865,PADME,  Oh Obi-Wan thank goodness . . . you're alive.,Revenge of the Sith
5866,OBI-WAN, The Republic has fallen. Padme . . . The Jedi Order is no more . . .,Revenge of the Sith
5867,PADME, I know it's hard to believe everything to which we've dedicated our lives is gone.,Revenge of the Sith
5868,OBI-WAN, I believe we have been part of a plot hundreds of years in the making.,Revenge of the Sith
5869,PADME, The Senate is still intact there is some hope.,Revenge of the Sith
5870,OBI-WAN, No. Padme . . . It's over . . . The Sith now rule the galaxy as they did before the Republic.,Revenge of the Sith
5871,PADME, The Sith!?!,Revenge of the Sith
5872,OBI-WAN, I'm here looking for Anakin . . . When was the last time you saw him?,Revenge of the Sith
5873,PADME, Yesterday.,Revenge of the Sith
5874,OBI-WAN, And do you know where he is now?,Revenge of the Sith
5875,PADME,  No.,Revenge of the Sith
5876,OBI-WAN, Padme I need your help. He's in grave danger.,Revenge of the Sith
5877,PADME, From the Sith?,Revenge of the Sith
5878,OBI-WAN, From himself . . . Padme Anakin has turned to the dark side.,Revenge of the Sith
5879,PADME, You're wrong! How could you even say that?,Revenge of the Sith
5880,OBI-WAN, I have seen a security hologram of him killing younglings.,Revenge of the Sith
5881,PADME, Not Anakin! He couldn't!,Revenge of the Sith
5882,OBI-WAN, He was deceived by a lie. We all were. It appears that the Chancellor is behind everything including the war. Palpatine is the Sith Lord we've been looking for. After the death of Count Dooku Anakin became his new apprentice.,Revenge of the Sith
5883,PADME, I don't believe you ... I can't.,Revenge of the Sith
5884,OBI-WAN, Padme I must find him.,Revenge of the Sith
5885,PADME, You're going to kill him aren't you?,Revenge of the Sith
5886,OBI-WAN, He has become a very great threat.,Revenge of the Sith
5888,PADME, I can't . . .,Revenge of the Sith
5889,OBI-WAN, Anakin is the father isn't he?,Revenge of the Sith
5891,OBI-WAN,  I'm so sorry.,Revenge of the Sith
5901,CAPTAIN TYPHO, My Lady let me come with you.,Revenge of the Sith
5902,PADME, There is no danger. The fighting is over and . . . this is personal.,Revenge of the Sith
5904,CAPTAIN TYPHO, As you wish My Lady . . . but I strongly disagree.,Revenge of the Sith
5905,PADME, I'll be all right Captain.,Revenge of the Sith
5907,PADME,  This is something I must do myself. Besides Threepio will look after me.,Revenge of the Sith
5908,C-3PO, Oh dear.,Revenge of the Sith
5912,C-3PO, Green light. Do you know that I think I'm beginning to get the hang of this flying business.,Revenge of the Sith
5916,DARTH VADER, The Separatists are taken care of My Master.,Revenge of the Sith
5917,DARTH SlDIOUS, It is finished then. You have restored peace and justice to the galaxy. You have done well Lord Vader.,Revenge of the Sith
5918,DARTH VADER, Thank you My Master.,Revenge of the Sith
5921,DARTH SlDIOUS, Send a message to the ships of the Trade Federation. Tell them the Separatist leaders have been wiped out. Grievous and Dooku have been destroyed. All droid units must shut down immediately.,Revenge of the Sith
5922,DARTH VADER, Very good My Lord.,Revenge of the Sith
5926,ANAKIN, Padme I saw your ship . . .,Revenge of the Sith
5928,PADME, Oh Anakin!,Revenge of the Sith
5929,ANAKIN, It's all right you're safe now. What are you doing out here?,Revenge of the Sith
5930,PADME, I was so worried about you. Obi-Wan told me terrible things.,Revenge of the Sith
5931,ANAKIN, What things?,Revenge of the Sith
5932,PADME, He said you have turned to the dark side . . . that you killed younglings.,Revenge of the Sith
5933,ANAKIN, Obi-Wan is trying to turn you against me.,Revenge of the Sith
5934,PADME, He cares about us.,Revenge of the Sith
5935,ANAKIN, Us??!,Revenge of the Sith
5936,PADME, He knows . . . He wants to help you.,Revenge of the Sith
5937,ANAKIN, Is Obi-Wan going to protect you? He can't ... he can't help you. He's not strong enough.,Revenge of the Sith
5938,PADME, Anakin all I want is your love.,Revenge of the Sith
5939,ANAKIN, Love won't save you Padme. Only my new powers can do that.,Revenge of the Sith
5940,PADME, At what cost? You are a good person. Don't do this.,Revenge of the Sith
5941,ANAKIN, I won't lose you the way I lost my mother! I've become more powerful than any Jedi has ever dreamed of and I've done it for you. To protect you.,Revenge of the Sith
5942,PADME, Come away with me. Help me raise our child. Leave everything else behind while we still can.,Revenge of the Sith
5943,ANAKIN, Don't you see we don't have to run away anymore. I have brought peace to the Republic. I am more powerful than the Chancellor. I can overthrow him and together you and I can rule the galaxy. Make things the way we want them to be.,Revenge of the Sith
5944,PADME, I don't believe what I'm hearing . . . Obi-Wan was right. You've changed.,Revenge of the Sith
5945,ANAKIN, I don't want to hear any more about Obi-Wan. The Jedi turned against me. Don't you turn against me.,Revenge of the Sith
