,10,Script,test,Characters,Dialogue,test_2,Movie
6322,,ANAKIN: What for?NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, What for?,True,Revenge of the Sith
6323,,OBI-WAN: He would not say.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, He would not say.,True,Revenge of the Sith
6324,,ANAKIN: He didn't inform the Jedi Council? That's unusual isn't it?NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, He didn't inform the Jedi Council? That's unusual isn't it?,True,Revenge of the Sith
6325,,OBI-WAN: All of this is unusual and it's making me feel uneasy. You're probably aware that relations between the Council and the Chancellor are stressed.NoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, All of this is unusual and it's making me feel uneasy. You're probably aware that relations between the Council and the Chancellor are stressed.,True,Revenge of the Sith
6326,,ANAKIN: I know the Council has grown wary of the Chancellor's power mine also for that matter. Aren't we all working together to save the Republic? Why all this distrust?NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, I know the Council has grown wary of the Chancellor's power mine also for that matter. Aren't we all working together to save the Republic? Why all this distrust?,True,Revenge of the Sith
6327,,OBI-WAN: The Force grows dark Anakin and we are all affected by it. Be wary of your feelings.NoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, The Force grows dark Anakin and we are all affected by it. Be wary of your feelings.,True,Revenge of the Sith
6330,,PALPATINE: Anakin this afternoon the Senate is going to call on me to take direct control of the Jedi Council.NoneNoneNoneNoneNoneNoneNoneNone,True,PALPATINE, Anakin this afternoon the Senate is going to call on me to take direct control of the Jedi Council.,True,Revenge of the Sith
6331,,ANAKIN: The Jedi will no longer report to the Senate?NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, The Jedi will no longer report to the Senate?,True,Revenge of the Sith
6332,,PALPATINE: They will report to me . . . personally. The Senate is too unfocused to conduct a war. This will bring a quick end to things.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PALPATINE, They will report to me . . . personally. The Senate is too unfocused to conduct a war. This will bring a quick end to things.,True,Revenge of the Sith
6333,,ANAKIN: I agree but the Jedi Council may not see it that way.NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, I agree but the Jedi Council may not see it that way.,True,Revenge of the Sith
6334,,PALPATINE: There are times when we must all endure adjustments to the constitution in the name of security.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PALPATINE, There are times when we must all endure adjustments to the constitution in the name of security.,True,Revenge of the Sith
6335,,ANAKIN: With all due respect sir the Council is in no mood for more constitutional amendments.NoneNoneNoneNoneNoneNoneNone,True,ANAKIN, With all due respect sir the Council is in no mood for more constitutional amendments.,True,Revenge of the Sith
6336,,PALPATINE: Thank you my friend but in this case I have no choice . . . this war must be won.NoneNoneNoneNoneNoneNoneNone,True,PALPATINE, Thank you my friend but in this case I have no choice . . . this war must be won.,True,Revenge of the Sith
6337,,ANAKIN: Everyone will agree on that.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Everyone will agree on that.,True,Revenge of the Sith
6338,,PALPATINE: Anakin I've known you since you were a small boy. I have advised you over the years when I could ... I am very proud of your accomplishments. You have won many battles the Jedi Council thought were lost . . . and you saved my life. I hope you trust me Anakin.NoneNoneNoneNoneNoneNoneNone,True,PALPATINE, Anakin I've known you since you were a small boy. I have advised you over the years when I could ... I am very proud of your accomplishments. You have won many battles the Jedi Council thought were lost . . . and you saved my life. I hope you trust me Anakin.,True,Revenge of the Sith
6339,,ANAKIN: Of course.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Of course.,True,Revenge of the Sith
6340,,PALPATINE: I need your help son.NoneNoneNoneNoneNoneNoneNoneNone,True,PALPATINE, I need your help son.,True,Revenge of the Sith
6341,,ANAKIN: What do you mean?NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, What do you mean?,True,Revenge of the Sith
6342,,PALPATINE: I fear the Jedi. The Council keeps pushing for more control. They're shrouded in secrecy and obsessed with maintaining their autonomy . . . ideals. I find simply incomprehensible in a democracy.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PALPATINE, I fear the Jedi. The Council keeps pushing for more control. They're shrouded in secrecy and obsessed with maintaining their autonomy . . . ideals. I find simply incomprehensible in a democracy.,True,Revenge of the Sith
6343,,ANAKIN: I can assure you that the Jedi are dedicated to the values of the Republic sir.NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, I can assure you that the Jedi are dedicated to the values of the Republic sir.,True,Revenge of the Sith
6344,,PALPATINE: Nevertheless their actions will speak more loudly than their words. I'm depending on you.NoneNoneNoneNoneNoneNoneNoneNone,True,PALPATINE, Nevertheless their actions will speak more loudly than their words. I'm depending on you.,True,Revenge of the Sith
6345,,ANAKIN: For what? I don't understand.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, For what? I don't understand.,True,Revenge of the Sith
6346,,PALPATINE: To be the eyes ears and voice of the Republic . . .NoneNoneNoneNoneNoneNoneNone,True,PALPATINE, To be the eyes ears and voice of the Republic . . .,True,Revenge of the Sith
6348,,PALPATINE: (continuing) Anakin . . . I'm appointing you to be my personal representative on the Jedi Council.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PALPATINE,  Anakin . . . I'm appointing you to be my personal representative on the Jedi Council.,True,Revenge of the Sith
6349,,ANAKIN: Me? A Master? I am overwhelmed sir but the Council elects its own members. They will never accept this.NoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Me? A Master? I am overwhelmed sir but the Council elects its own members. They will never accept this.,True,Revenge of the Sith
6350,,PALPATINE: I think they will . . . they need you more than you know.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PALPATINE, I think they will . . . they need you more than you know.,True,Revenge of the Sith
6353,,BAIL ORGANA: Now that he has control of the Jedi Council the Chancellor has appointed Governors to oversee all star systems in the Republic.NoneNoneNoneNoneNoneNoneNoneNone,True,BAIL ORGANA, Now that he has control of the Jedi Council the Chancellor has appointed Governors to oversee all star systems in the Republic.,True,Revenge of the Sith
6354,,FANG ZAR: When did this happen?NoneNoneNoneNoneNoneNoneNoneNoneNone,True,FANG ZAR, When did this happen?,True,Revenge of the Sith
6355,,BAIL ORGANA: The decree was posted this morning.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,BAIL ORGANA, The decree was posted this morning.,True,Revenge of the Sith
6356,,PADME: Do you think he will dismantle the Senate?NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PADME, Do you think he will dismantle the Senate?,True,Revenge of the Sith
6357,,MON MOTHMA: Why bother? As a practical matter the Senate no longer exists.NoneNoneNoneNoneNoneNoneNoneNone,True,MON MOTHMA, Why bother? As a practical matter the Senate no longer exists.,True,Revenge of the Sith
6358,,GIDDEAN DANU: The constitution is in shreds. Amendment after amendment . . . executive directives sometimes a dozen in one day.NoneNoneNoneNoneNoneNoneNoneNone,True,GIDDEAN DANU, The constitution is in shreds. Amendment after amendment . . . executive directives sometimes a dozen in one day.,True,Revenge of the Sith
6359,,BAIL ORGANA: We can't let a thousand years of democracy disappear without a fight.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,BAIL ORGANA, We can't let a thousand years of democracy disappear without a fight.,True,Revenge of the Sith
6361,,TERR TANEEL: What are you suggesting?NoneNoneNoneNoneNoneNoneNoneNoneNone,True,TERR TANEEL, What are you suggesting?,True,Revenge of the Sith
6362,,BAIL ORGANA: I apologize. I didn't mean to sound like a Separatist.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,BAIL ORGANA, I apologize. I didn't mean to sound like a Separatist.,True,Revenge of the Sith
6363,,MON MOTHMA: We are not Separatists trying to leave the Republic. We are loyalists trying to preserve democracy in the Republic.NoneNoneNoneNoneNoneNoneNoneNone,True,MON MOTHMA, We are not Separatists trying to leave the Republic. We are loyalists trying to preserve democracy in the Republic.,True,Revenge of the Sith
6364,,BAIL ORGANA: It has become increasingly clear to many of us that the Chancellor has become an enemy of democracy.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,BAIL ORGANA, It has become increasingly clear to many of us that the Chancellor has become an enemy of democracy.,True,Revenge of the Sith
6365,,PADME: I can't believe it has come to this! Chancellor Palpatine is one of my oldest advisors. He served as my Ambassador when I was Queen.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PADME, I can't believe it has come to this! Chancellor Palpatine is one of my oldest advisors. He served as my Ambassador when I was Queen.,True,Revenge of the Sith
6366,,GlDDEAN DANU: Senator I fear you underestimate the amount of corruption that has taken hold in the Senate.NoneNoneNoneNoneNoneNoneNoneNone,True,GlDDEAN DANU, Senator I fear you underestimate the amount of corruption that has taken hold in the Senate.,True,Revenge of the Sith
6367,,MON MOTHMA: The Chancellor has played the Senators well. They know where the power lies and they will do whatever it takes to share in it. Palpatine has become a dictator and we have helped him to do it.NoneNoneNoneNoneNoneNoneNoneNone,True,MON MOTHMA, The Chancellor has played the Senators well. They know where the power lies and they will do whatever it takes to share in it. Palpatine has become a dictator and we have helped him to do it.,True,Revenge of the Sith
6368,,BAIL ORGANA: We can't sit around debating any longer we have decided to do what we can to stop it. Senator Mon Mothma and I are putting together an organization . . .NoneNoneNoneNoneNoneNoneNoneNone,True,BAIL ORGANA, We can't sit around debating any longer we have decided to do what we can to stop it. Senator Mon Mothma and I are putting together an organization . . .,True,Revenge of the Sith
6369,,PADME: Say no more. Senator Organa. I understand. At this point it's better to leave some things unsaid.NoneNoneNoneNoneNoneNoneNoneNone,True,PADME, Say no more. Senator Organa. I understand. At this point it's better to leave some things unsaid.,True,Revenge of the Sith
6370,,BAIL ORGANA: Yes. I agree and we must not discuss this with anyone without everyone in this group agreeing.NoneNoneNoneNoneNoneNoneNoneNone,True,BAIL ORGANA, Yes. I agree and we must not discuss this with anyone without everyone in this group agreeing.,True,Revenge of the Sith
6371,,MON MOTHMA: That means those closest to you . . . even family ... no one can be told.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,MON MOTHMA, That means those closest to you . . . even family ... no one can be told.,True,Revenge of the Sith
6373,,PADME: Agreed.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PADME, Agreed.,True,Revenge of the Sith
6378,,MACE: Anakin Skywalker we have approved your appointment to the Council as the Chancellor's personal representative.NoneNoneNoneNoneNoneNoneNoneNone,True,MACE, Anakin Skywalker we have approved your appointment to the Council as the Chancellor's personal representative.,True,Revenge of the Sith
6379,,ANAKIN: I will do my best to uphold the principles of the Jedi Order.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, I will do my best to uphold the principles of the Jedi Order.,True,Revenge of the Sith
6380,,YODA: Allow this appointment lightly the Council does not. Disturbing is this move by Chancellor Palpatine.NoneNoneNoneNoneNoneNoneNoneNone,True,YODA, Allow this appointment lightly the Council does not. Disturbing is this move by Chancellor Palpatine.,True,Revenge of the Sith
6381,,ANAKIN: I understand.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, I understand.,True,Revenge of the Sith
6382,,MACE: You are on this Council but we do not grant you the rank of Master.NoneNoneNoneNoneNoneNoneNoneNone,True,MACE, You are on this Council but we do not grant you the rank of Master.,True,Revenge of the Sith
6384,,ANAKIN: What? ! How can you do this?? This is outrageous it's unfair . . . I'm more powerful than any of you. How can you be on the Council and not be a Master?NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, What? ! How can you do this?? This is outrageous it's unfair . . . I'm more powerful than any of you. How can you be on the Council and not be a Master?,True,Revenge of the Sith
6385,,MACE: Take a seat young Skywalker.NoneNoneNoneNoneNoneNoneNoneNone,True,MACE, Take a seat young Skywalker.,True,Revenge of the Sith
6386,,ANAKIN: Forgive me Master.NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Forgive me Master.,True,Revenge of the Sith
6388,,Kl-ADI-MUNDI: We have surveyed all systems in the Republic and have found no sign of General Grievous.NoneNoneNoneNoneNoneNoneNoneNone,True,Kl-ADI-MUNDI, We have surveyed all systems in the Republic and have found no sign of General Grievous.,True,Revenge of the Sith
6389,,YODA: Hiding in the Outer Rim Grievous is. The outlying systems you must sweep.NoneNoneNoneNoneNoneNoneNone,True,YODA, Hiding in the Outer Rim Grievous is. The outlying systems you must sweep.,True,Revenge of the Sith
6390,,OBI-WAN: It may take some time . . . we do not have many ships to spare.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, It may take some time . . . we do not have many ships to spare.,True,Revenge of the Sith
6391,,MACE: We cannot take ships from the front line.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,MACE, We cannot take ships from the front line.,True,Revenge of the Sith
6392,,OBI-WAN: And yet it would be fatal for us to allow the droid armies to regroup.NoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, And yet it would be fatal for us to allow the droid armies to regroup.,True,Revenge of the Sith
6393,,YODA: Master Kenobi our spies contact you must and then wait.NoneNoneNoneNoneNoneNone,True,YODA, Master Kenobi our spies contact you must and then wait.,True,Revenge of the Sith
6394,,Kl-ADI-MUNDI: What about the droid attack on the Wookiees?NoneNoneNoneNoneNoneNoneNoneNoneNone,True,Kl-ADI-MUNDI, What about the droid attack on the Wookiees?,True,Revenge of the Sith
6395,,MACE: It is critical we send an attack group there immediately!NoneNoneNoneNoneNoneNoneNoneNone,True,MACE, It is critical we send an attack group there immediately!,True,Revenge of the Sith
6396,,OBI-WAN: He's right that is a system we cannot afford to lose. It's the main navigation route for the southwestern quadrant.NoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, He's right that is a system we cannot afford to lose. It's the main navigation route for the southwestern quadrant.,True,Revenge of the Sith
6397,,ANAKIN: I know that system well. It would take us little time to drive the droids off that planet.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, I know that system well. It would take us little time to drive the droids off that planet.,True,Revenge of the Sith
6398,,MACE: Skywalker your assignment is here with the Chancellor and Kenobi must find General Grievous.NoneNoneNoneNoneNoneNoneNone,True,MACE, Skywalker your assignment is here with the Chancellor and Kenobi must find General Grievous.,True,Revenge of the Sith
6399,,YODA: Go I will. Good relations with the Wookiees I have.NoneNoneNoneNoneNoneNoneNone,True,YODA, Go I will. Good relations with the Wookiees I have.,True,Revenge of the Sith
