Name,Opening,Rank,Studio,Total Gross,Years
Please Give,"$118,123",155,SPC,"$4,033,574",2017
My Name is Khan,"$1,944,027",156,FoxS,"$4,018,771",2017
To Save a Life,"$1,581,517",157,Gold.,"$3,777,210",2017
The Runaways,"$805,115",158,App.,"$3,573,673",2017
Exit Through the Gift Shop,"$170,756",159,PDA,"$3,291,250",2017
You Will Meet a Tall Dark Stranger,"$160,103",160,SPC,"$3,248,246",2017
Catfish,"$257,285",161,Rog.,"$3,237,343",2017
Another Year,"$111,869",162,SPC,"$3,205,706",2017
Chloe,"$900,688",163,SPC,"$3,075,255",2017
Joan Rivers: A Piece of Work,"$164,351",164,IFC,"$2,930,687",2017
Letters to God,"$1,088,873",165,Viv.,"$2,848,578",2017
N'Secure,"$1,166,406",166,Free,"$2,595,644",2017
Never Let Me Go,"$111,734",167,FoxS,"$2,434,652",2017
Twilight/New Moon Combo (one-night-only),N/A,168,Sum.,"$2,385,237",2017
The Illusionist (2010),"$38,594",169,SPC,"$2,231,474",2017
Rabbit Hole,"$53,778",170,LGF,"$2,229,058",2017
A Prophet (Un proph̬te),"$163,773",171,SPC,"$2,087,720",2017
"I Love You, Phillip Morris","$112,520",172,RAtt.,"$2,037,459",2017
Harry Brown,"$173,353",173,Gold.,"$1,818,681",2017
Stone,"$75,766",174,Over.,"$1,810,078",2017
Somewhere,"$119,086",175,Focus,"$1,785,645",2017
Flipped,"$224,233",176,WB,"$1,755,212",2017
Kites,"$959,329",177,Relbig.,"$1,643,486",2017
Coco Chanel & Igor Stravinsky,"$44,454",178,SPC,"$1,621,226",2017
Cairo Time,"$66,245",179,IFC,"$1,603,616",2017
Raajneeti,"$850,244",180,UTV,"$1,514,558",2017
The Joneses,"$509,689",181,RAtt.,"$1,475,746",2017
Nowhere Boy,"$52,749",182,Wein.,"$1,457,248",2017
Restrepo,"$35,581",183,NGE,"$1,330,894",2017
Dabangg,"$628,137",184,Eros,"$1,288,549",2017
Micmacs,"$42,751",185,SPC,"$1,262,079",2017
Housefull,"$642,156",186,Eros,"$1,183,658",2017
Golmaal 3,"$626,432",187,Eros,"$1,132,192",2017
Mother and Child,"$43,040",188,SPC,"$1,110,509",2017
Made in Dagenham,"$37,563",189,SPC,"$1,095,369",2017
Tees Maar Khan,"$539,793",190,UTV,"$1,076,443",2017
La Mission,"$49,046",191,Scre.,"$1,062,941",2017
Buried,"$100,268",192,LGF,"$1,044,143",2017
Animal Kingdom,"$61,968",193,SPC,"$1,044,039",2017
Casino Jack,"$34,528",194,ATO,"$1,042,959",2017
The Perfect Game,"$511,698",195,IW,"$1,037,071",2017
2010 Oscar Shorts,"$291,360",196,Shrts.,"$1,018,169",2017
Guzaarish,"$488,121",197,UTV,"$1,017,335",2017
The Salvation Poem (Poema de Salvacion),N/A,198,CZ,"$914,818",2017
The Wildest Dream,"$67,848",199,NGE,"$898,137",2017
Princess Kaiulani,"$186,995",200,RAtt.,"$883,887",2017
Priest,"$14,953,664",101,SGem,"$29,136,626",2017
The Mechanic,"$11,422,006",102,CBS,"$29,121,498",2017
Abduction,"$10,925,253",103,LGF,"$28,087,155",2017
Beastly,"$9,851,102",104,CBS,"$27,865,571",2017
Winnie the Pooh,"$7,857,076",105,BV,"$26,692,846",2017
Born to Be Wild (IMAX),"$871,478",106,WB,"$25,614,487",2017
Killer Elite,"$9,352,008",107,ORF,"$25,124,966",2017
Season of the Witch,"$10,612,375",108,Rela.,"$24,827,228",2017
Our Idiot Brother,"$7,011,631",109,Wein.,"$24,816,118",2017
"Tinker, Tailor, Soldier, Spy","$310,562",110,Focus,"$24,149,393",2017
Don't Be Afraid of the Dark,"$8,525,728",111,FD,"$24,046,682",2017
Sanctum,"$9,447,930",112,Uni.,"$23,209,310",2017
Monte Carlo,"$7,453,944",113,Fox,"$23,186,769",2017
Your Highness,"$9,360,020",114,Uni.,"$21,596,445",2017
The Darkest Hour,"$2,993,519",115,Sum.,"$21,443,494",2017
Mars Needs Moms,"$6,914,488",116,BV,"$21,392,758",2017
Dream House,"$8,129,355",117,Uni.,"$21,302,340",2017
Conan the Barbarian (2011),"$10,021,215",118,LGF,"$21,295,021",2017
The Three Musketeers (2011),"$8,674,452",119,Sum.,"$20,374,484",2017
The Eagle,"$8,684,464",120,Focus,"$19,490,041",2017
Shark Night 3D,"$8,404,260",121,Rela.,"$18,877,153",2017
Fright Night (2011),"$7,714,388",122,BV,"$18,302,607",2017
Apollo 18,"$8,704,271",123,W/Dim.,"$17,687,709",2017
The Thing (2011),"$8,493,665",124,Uni.,"$16,928,670",2017
Young Adult,"$310,263",125,Par.,"$16,311,571",2017
African Cats,"$6,003,200",126,BV,"$15,428,747",2017
Judy Moody and the NOT Bummer Summer,"$6,076,859",127,Rela.,"$15,013,650",2017
My Week with Marilyn,"$1,750,507",128,Wein.,"$14,600,347",2017
What's Your Number?,"$5,421,669",129,Fox,"$14,011,084",2017
One Day,"$5,079,566",130,Focus,"$13,843,771",2017
Warrior,"$5,242,107",131,LGF,"$13,657,115",2017
The Tree of Life,"$372,920",132,FoxS,"$13,303,319",2017
The Rum Diary,"$5,135,369",133,FD,"$13,109,815",2017
Glee The 3D Concert Movie,"$5,961,231",134,Fox,"$11,862,398",2017
The Conspirator,"$3,506,602",135,RAtt.,"$11,538,204",2017
Jane Eyre,"$182,885",136,Focus,"$11,242,660",2017
Drive Angry,"$5,187,625",137,Sum.,"$10,721,033",2017
Straw Dogs (2011),"$5,123,760",138,SGem,"$10,324,441",2017
Win Win,"$150,362",139,FoxS,"$10,179,275",2017
Hoodwinked Too! Hood vs. Evil,"$4,108,630",140,Wein.,"$10,143,779",2017
Prom,"$4,712,638",141,BV,"$10,130,219",2017
I Don't Know How She Does It,"$4,402,201",142,Wein.,"$9,662,284",2017
Johnny English Reborn,"$3,833,300",143,Uni.,"$8,305,970",2017
Kevin Hart: Laugh at My Pain,"$1,908,420",144,Code,"$7,706,436",2017
Sarah's Key,"$115,708",145,Wein.,"$7,693,187",2017
The Big Year,"$3,251,884",146,Fox,"$7,204,138",2017
A Separation,"$59,481",147,SPC,"$7,099,055",2017
Take Me Home Tonight,"$3,464,679",148,Rela.,"$6,928,068",2017
Cedar Rapids,"$302,968",149,FoxS,"$6,861,102",2017
Beginners,"$141,340",150,Focus,"$5,790,894",2017
Flying Monsters,N/A,151,NGE,"$5,705,874",2017
A Dangerous Method,"$167,953",152,SPC,"$5,704,709",2017
The Guard,"$76,834",153,SPC,"$5,360,274",2017
Margin Call,"$561,906",154,RAtt.,"$5,354,039",2017
Cave of Forgotten Dreams,"$139,101",155,IFC,"$5,304,920",2017
Biutiful,"$457,206",156,RAtt.,"$5,101,237",2017
Atlas Shrugged: Part I,"$1,686,347",157,RM,"$4,627,375",2017
Anonymous,"$1,021,768",158,Sony,"$4,463,292",2017
The Company Men,"$647,797",159,Wein.,"$4,441,272",2017
Barney's Version (U.S. only),"$65,241",160,SPC,"$4,439,201",2017
The Way,"$110,418",161,PDA,"$4,430,765",2017
Seven Days in Utopia,"$1,316,910",162,Visio,"$4,373,074",2017
Buck,"$67,548",163,IFC,"$4,038,912",2017
Of Gods and Men,"$308,895",164,SPC,"$3,954,651",2017
Shame,"$349,519",165,FoxS,"$3,909,002",2017
Don 2,"$1,673,921",166,Relbig.,"$3,680,306",2017
Pina,"$68,012",167,IFC,"$3,524,826",2017
Like Crazy,"$123,140",168,ParV,"$3,395,391",2017
The King's Speech (PG-13),"$1,133,162",169,Wein.,"$3,344,306",2017
The Skin I Live In,"$223,119",170,SPC,"$3,185,812",2017
Zindagi Na Milegi Dobara,"$960,548",171,Eros,"$3,108,485",2017
From Prada to Nada,"$1,115,638",172,LGF,"$3,033,623",2017
Melancholia,"$257,174",173,Magn.,"$3,030,848",2017
Martha Marcy May Marlene,"$137,651",174,FoxS,"$2,990,625",2017
Everything Must Go,"$791,676",175,RAtt.,"$2,711,643",2017
The Way Back,"$1,218,868",176,NM,"$2,701,859",2017
Carnage (2011),"$79,795",177,SPC,"$2,547,047",2017
Bucky Larson: Born to Be a Star,"$1,415,023",178,Sony,"$2,529,395",2017
RA One,N/A,179,Eros,"$2,511,689",2017
The Grace Card,"$1,010,299",180,Gold.,"$2,430,735",2017
Incendies (U.S. only),"$50,679",181,SPC,"$2,071,334",2017
The Trip (2011),"$77,904",182,IFC,"$2,030,962",2017
The Mighty Macs,"$963,221",183,QM,"$1,891,936",2017
Bodyguard,"$863,751",184,Relbig.,"$1,834,384",2017
A Better Life,"$62,087",185,Sum.,"$1,759,252",2017
We Need to Talk About Kevin,"$24,587",186,Osci.,"$1,738,692",2017
Take Shelter,"$52,041",187,SPC,"$1,730,296",2017
Potiche,"$86,017",188,MBox,"$1,618,844",2017
Senna,"$73,497",189,PDA,"$1,612,430",2017
I Am,"$10,092",190,Pala.,"$1,591,034",2017
Delhi Belly,"$581,943",191,UTV,"$1,532,594",2017
The Double Hour,"$30,246",192,Gold.,"$1,514,942",2017
Bill Cunningham New York,"$33,677",193,Zeit.,"$1,510,026",2017
The Art of Getting By,"$679,160",194,FoxS,"$1,430,241",2017
Saving Private Perez,"$664,517",195,LGF,"$1,400,726",2017
Certified Copy,"$77,937",196,IFC,"$1,373,975",2017
The Devil's Double,"$96,414",197,LGF,"$1,361,512",2017
2011 Oscar Shorts,"$300,706",198,Shrts.,"$1,352,152",2017
Snow Flower and the Secret Fan,"$134,005",199,FoxS,"$1,348,205",2017
"No Eres Tu, Soy Yo","$588,938",200,LGF,"$1,339,911",2017
Cloud Atlas,"$9,612,247",101,WB,"$27,108,272",2017
One For the Money,"$11,515,790",102,LGF,"$26,414,527",2017
Alex Cross,"$11,396,768",103,LG/S,"$25,888,412",2017
Katy Perry: Part of Me,"$7,138,266",104,Par.,"$25,326,071",2017
Sparkle (2012),"$11,643,342",105,TriS,"$24,397,469",2017
Premium Rush,"$6,030,164",106,Sony,"$20,275,446",2017
Big Miracle,"$7,760,205",107,Uni.,"$20,157,300",2017
The Secret World of Arrietty,"$6,446,395",108,BV,"$19,202,743",2017
The Impossible,"$143,818",109,LG/S,"$19,019,882",2017
Haywire,"$8,425,370",110,Rela.,"$18,942,396",2017
Man on a Ledge,"$8,001,932",111,LG/S,"$18,620,000",2017
A Thousand Words,"$6,176,280",112,P/DW,"$18,450,127",2017
Chernobyl Diaries,"$7,955,307",113,WB,"$18,119,640",2017
The Perks of Being a Wallflower,"$228,359",114,LG/S,"$17,742,948",2017
Silent Hill: Revelation 3D,"$8,023,036",115,ORF,"$17,529,157",2017
Wanderlust,"$6,526,650",116,Uni.,"$17,450,535",2017
Safe (2012),"$7,892,539",117,LGF,"$17,142,080",2017
To Rome with Love,"$361,359",118,SPC,"$16,685,867",2017
The Master,"$736,311",119,Wein.,"$16,377,274",2017
The Raven,"$7,289,642",120,Rela.,"$16,008,272",2017
The Man with the Iron Fists,"$7,910,980",121,Uni.,"$15,634,090",2017
Killing Them Softly,"$6,812,900",122,Wein.,"$15,026,056",2017
Seven Psychopaths,"$4,174,915",123,CBS,"$15,024,049",2017
To the Arctic (IMAX),"$270,228",124,WB,"$14,518,162",2017
Lockout,"$6,231,836",125,FD,"$14,326,864",2017
Hit and Run,"$4,526,222",126,ORF,"$13,749,300",2017
Dredd,"$6,278,491",127,LGF,"$13,414,714",2017
Playing for Keeps,"$5,750,288",128,FD,"$13,102,272",2017
Anna Karenina,"$320,690",129,Focus,"$12,816,367",2017
Beasts of the Southern Wild,"$169,702",130,FoxS,"$12,795,746",2017
Silent House,"$6,661,234",131,ORF,"$12,754,783",2017
Cirque Du Soleil: Worlds Away,"$2,162,993",132,Par.,"$12,512,862",2017
People Like Us,"$4,255,423",133,BV,"$12,434,778",2017
Gone,"$4,770,360",134,LG/S,"$11,682,205",2017
The Words,"$4,750,894",135,CBS,"$11,494,838",2017
The Intouchables (U.S.-only),"$103,507",136,Wein.,"$10,198,820",2017
Fun Size,"$4,101,017",137,Par.,"$9,409,538",2017
Bernie,"$85,805",138,MNE,"$9,206,470",2017
Salmon Fishing in the Yemen,"$225,894",139,CBS,"$9,047,981",2017
Arbitrage,"$2,002,165",140,RAtt.,"$7,919,574",2017
Promised Land (2012),"$173,915",141,Focus,"$7,597,898",2017
Friends with Kids,"$2,019,083",142,RAtt.,"$7,251,073",2017
Seeking a Friend for the End of the World,"$3,822,803",143,Focus,"$7,078,738",2017
The Collection,"$3,104,269",144,LD,"$6,842,058",2017
Amour,"$68,266",145,SPC,"$6,739,492",2017
Hyde Park on Hudson,"$81,362",146,Focus,"$6,376,145",2017
Hitchcock,"$287,715",147,FoxS,"$6,008,677",2017
Chasing Mavericks,"$2,268,274",148,Fox,"$6,002,756",2017
The Sessions,"$113,467",149,FoxS,"$6,002,451",2017
Casa De Mi Padre,"$2,287,239",150,LGF,"$5,909,483",2017
For Greater Glory,"$1,885,608",151,ArcEnt,"$5,672,846",2017
Won't Back Down,"$2,603,370",152,Fox,"$5,310,554",2017
October Baby (2012),"$1,697,130",153,Gold.,"$5,157,886",2017
The Apparition,"$2,841,488",154,WB,"$4,936,819",2017
"Jeff, Who Lives at Home","$855,709",155,ParV,"$4,269,426",2017
Goon,"$1,232,860",156,Magn.,"$4,168,528",2017
The Raid: Redemption,"$213,785",157,SPC,"$4,105,187",2017
Safety Not Guaranteed,"$97,762",158,FD,"$4,010,957",2017
Bully (PG-13),"$535,433",159,Wein.,"$3,863,446",2017
The Cold Light of Day,"$1,831,588",160,LG/S,"$3,763,583",2017
Searching for Sugar Man,"$27,459",161,SPC,"$3,696,196",2017
Nitro Circus the Movie 3D,"$1,183,701",162,ArcEnt,"$3,377,618",2017
Atlas Shrugged: Part II,"$1,751,572",163,ADC,"$3,336,053",2017
Last Ounce of Courage,"$1,585,994",164,RM,"$3,329,674",2017
Robot & Frank,"$35,539",165,Gold.,"$3,325,038",2017
Raiders of the Lost Ark (IMAX),"$1,673,731",166,Par.,"$3,125,613",2017
Celeste and Jesse Forever,"$107,785",167,SPC,"$3,094,813",2017
Jab Tak Hai Jaan,"$1,283,585",168,Yash,"$3,047,539",2017
Albert Nobbs,"$696,088",169,RAtt.,"$3,014,696",2017
Talaash,"$1,638,706",170,Relbig.,"$2,871,956",2017
Barfi!,"$1,061,713",171,UTV,"$2,804,874",2017
Samsara,"$76,222",172,Osci.,"$2,672,413",2017
Girl in Progress,"$1,384,078",173,LGF,"$2,609,412",2017
Jiro Dreams of Sushi,"$42,035",174,Magn.,"$2,552,478",2017
Ruby Sparks,"$140,822",175,FoxS,"$2,540,106",2017
Dabangg 2,"$1,019,213",176,Eros,"$2,519,190",2017
The Queen of Versailles,"$51,326",177,Magn.,"$2,401,999",2017
Ek Tha Tiger,"$1,139,340",178,Yash,"$2,347,774",2017
Sleepwalk with Me,"$68,801",179,IFC,"$2,266,067",2017
Rust and Bone,"$27,154",180,SPC,"$2,062,027",2017
Monsieur Lazhar (U.S.-only),"$112,190",181,MBox,"$2,009,517",2017
Footnote,"$47,528",182,SPC,"$2,007,758",2017
Killer Joe,"$37,900",183,LD,"$1,987,762",2017
Agneepath,"$1,140,464",184,Eros,"$1,986,748",2017
English Vinglish,"$745,414",185,Eros,"$1,862,086",2017
Crooked Arrows,"$257,364",186,BPE,"$1,832,541",2017
Hysteria,"$35,656",187,SPC,"$1,804,139",2017
Housefull 2,"$847,132",188,Eros,"$1,791,780",2017
2012 Oscar Nominated Short Films,"$412,304",189,Shrts.,"$1,702,415",2017
Your Sister's Sister,"$109,221",190,IFC,"$1,636,190",2017
Singin' In the Rain (2012 re-release),"$587,211",191,WB,"$1,608,925",2017
Farewell My Queen,"$72,100",192,Cohen,"$1,597,998",2017
A Late Quartet,"$75,279",193,EOne,"$1,562,546",2017
A Royal Affair,"$38,212",194,Magn.,"$1,546,761",2017
The Dark Knight (2012 re-release),N/A,195,WB,"$1,513,086",2017
Batman Begins (2012 re-release),N/A,196,WB,"$1,508,658",2017
Kid With a Bike,"$45,933",197,IFC,"$1,470,000",2017
Marley,"$262,004",198,Magn.,"$1,413,480",2017
Chasing Ice,N/A,199,SD,"$1,328,467",2017
Air Racers 3D,N/A,200,3D,"$1,309,987",2017
Escape Plan,"$9,885,732",101,LG/S,"$25,135,965",2017
Don Jon,"$8,677,009",102,Rela.,"$24,477,704",2017
The Incredible Burt Wonderstone,"$10,177,257",103,WB (NL),"$22,537,881",2017
The Big Wedding,"$7,591,663",104,LGF,"$21,819,348",2017
Mud,"$2,215,891",105,RAtt.,"$21,590,086",2017
Baggage Claim,"$9,031,102",106,FoxS,"$21,569,509",2017
"The Way, Way Back","$552,788",107,FoxS,"$21,506,546",2017
The Book Thief,"$105,005",108,Fox,"$21,488,481",2017
The Place Beyond the Pines,"$279,457",109,Focus,"$21,403,519",2017
Homefront,"$6,915,241",110,ORF,"$20,158,898",2017
Broken City,"$8,268,908",111,Fox,"$19,701,164",2017
Beautiful Creatures (2013),"$7,582,595",112,WB,"$19,452,138",2017
Runner Runner,"$7,706,712",113,Fox,"$19,316,646",2017
You're Next,"$7,020,196",114,LGF,"$18,494,006",2017
Quartet,"$47,122",115,Wein.,"$18,390,117",2017
Admission,"$6,154,984",116,Focus,"$18,007,317",2017
Nebraska,"$140,401",117,Par.,"$17,654,912",2017
Parker,"$7,008,222",118,FD,"$17,616,641",2017
Enough Said,"$232,800",119,FoxS,"$17,550,872",2017
Dark Skies,"$8,189,166",120,W/Dim.,"$17,418,667",2017
The Counselor,"$7,842,930",121,Fox,"$16,973,715",2017
Jobs,"$6,713,900",122,ORF,"$16,131,410",2017
Fruitvale Station,"$386,291",123,Wein.,"$16,101,339",2017
About Time,"$1,076,250",124,Uni.,"$15,322,921",2017
The Last Exorcism Part II,"$7,728,354",125,CBS,"$15,179,302",2017
Spring Breakers,"$263,002",126,A24,"$14,124,284",2017
Inside Llewyn Davis,"$405,411",127,CBS,"$13,235,319",2017
The Last Stand,"$6,281,433",128,LGF,"$12,050,299",2017
Out of the Furnace,"$5,220,288",129,Rela.,"$11,330,849",2017
Dead Man Down,"$5,345,250",130,FD,"$10,895,295",2017
Getaway (2013),"$4,503,892",131,WB,"$10,501,938",2017
Bullet to the Head,"$4,548,201",132,WB,"$9,489,829",2017
Tyler Perry Presents Peeples,"$4,611,534",133,LGF,"$9,177,065",2017
Battle of the Year,"$4,603,177",134,SGem,"$8,888,355",2017
Movie 43,"$4,805,878",135,Rela.,"$8,840,453",2017
Mandela: Long Walk to Freedom,"$84,283",136,Wein.,"$8,323,085",2017
Before Midnight,"$246,914",137,SPC,"$8,114,627",2017
Dhoom 3,"$3,423,508",138,Yash,"$8,031,955",2017
Jerusalem,N/A,139,NGE,"$8,020,721",2017
Machete Kills,"$3,837,183",140,ORF,"$8,008,161",2017
Journey to the South Pacific,"$8,137",141,Imax,"$7,617,692",2017
Paranoia,"$3,528,376",142,Rela.,"$7,385,015",2017
Black Nativity,"$3,669,530",143,FoxS,"$7,018,189",2017
The Spectacular Now,"$197,415",144,A24,"$6,854,611",2017
The Grandmaster,"$132,617",145,Wein.,"$6,594,959",2017
All Is Lost,"$93,583",146,RAtt.,"$6,263,670",2017
Believe,"$2,007,567",147,ORF,"$6,206,566",2017
The Bling Ring,"$214,395",148,A24,"$5,845,732",2017
Pulling Strings,"$2,467,168",149,LGF,"$5,842,961",2017
Closed Circuit,"$2,464,931",150,Focus,"$5,750,401",2017
The Wizard of Oz (3D/IMAX),"$3,093,998",151,WB,"$5,633,202",2017
Chennai Express,"$2,220,497",152,UTV,"$5,307,960",2017
The Company You Keep,"$131,718",153,SPC,"$5,133,027",2017
20 Feet from Stardom,"$54,596",154,RTWC,"$4,946,445",2017
Much Ado About Nothing (2013),"$171,942",155,RAtt.,"$4,328,849",2017
Frances Ha,"$137,398",156,IFC,"$4,069,826",2017
Yeh Jawaani Hai Deewani,"$1,568,677",157,Eros,"$3,827,466",2017
The To-Do List,"$1,579,402",158,CBS,"$3,491,669",2017
Metallica Through the Never,"$1,576,561",159,PH,"$3,419,967",2017
Emperor,"$1,014,099",160,RAtt.,"$3,346,265",2017
Stand Up Guys,"$1,486,390",161,LGF,"$3,310,031",2017
The Fifth Estate,"$1,673,351",162,BV,"$3,255,008",2017
Top Gun 3D,"$1,965,737",163,Par.,"$3,018,873",2017
In a World,"$70,541",164,RAtt.,"$2,963,902",2017
Home Run,"$1,582,466",165,Gold.,"$2,861,020",2017
The Great Beauty,"$23,442",166,Jan.,"$2,852,400",2017
Filly Brown,"$1,478,323",167,LGF,"$2,850,357",2017
Ram-Leela,"$1,449,174",168,Eros,"$2,738,863",2017
Grace Unplugged,"$998,145",169,RAtt.,"$2,507,201",2017
The Sapphires,"$38,372",170,Wein.,"$2,450,867",2017
The Gatekeepers,"$61,552",171,SPC,"$2,415,727",2017
I'm In Love With a Church Girl,"$971,826",172,HTR,"$2,387,730",2017
No (2013),"$71,742",173,SPC,"$2,343,664",2017
Trance,"$131,145",174,FoxS,"$2,328,743",2017
The East,"$77,031",175,FoxS,"$2,301,839",2017
Renoir,"$65,194",176,Gold.,"$2,293,798",2017
The Christmas Candle,"$68,655",177,ELS,"$2,258,620",2017
Blue Is the Warmest Color,"$100,316",178,IFC,"$2,199,787",2017
Oldboy (2013),"$885,382",179,FD,"$2,193,658",2017
Krrish 3,"$1,049,560",180,Eros,"$2,191,534",2017
Austenland,"$40,662",181,SPC,"$2,159,041",2017
The Saratov Approach,"$137,226",182,Purd.,"$2,146,999",2017
2013 Oscar Nominated Short Films,"$371,605",183,Shrts.,"$2,142,342",2017
Blackfish,"$75,962",184,Magn.,"$2,073,582",2017
The Iceman (2013),"$87,946",185,MNE,"$1,969,193",2017
Fill the Void,"$59,164",186,SPC,"$1,775,316",2017
Girl Rising,"$81,640",187,Gathr,"$1,727,259",2017
The Attack,"$27,379",188,Cohen,"$1,720,325",2017
Stoker,"$160,547",189,FoxS,"$1,714,221",2017
Unfinished Song,"$25,728",190,Wein.,"$1,702,668",2017
Bhaag Milkha Bhaag,"$647,112",191,Relbig.,"$1,636,731",2017
Love is All You Need,"$36,746",192,SPC,"$1,631,709",2017
Stories We Tell,"$27,053",193,RAtt.,"$1,600,145",2017
Race 2,"$884,757",194,UTV,"$1,579,940",2017
Bless Me Ultima,"$470,109",195,Aren,"$1,553,826",2017
Kon-Tiki,"$22,168",196,Wein.,"$1,517,410",2017
Disconnect,"$124,000",197,LD,"$1,436,900",2017
Girl Most Likely,"$694,447",198,RAtt.,"$1,378,591",2017
I'm So Excited,"$97,328",199,SPC,"$1,368,119",2017
Wadjda (U.S. only),"$41,253",200,SPC,"$1,347,747",2017
Top Five,"$6,896,593",101,Par.,"$25,317,379",2017
The November Man,"$7,911,597",102,Rela.,"$25,018,119",2017
Endless Love (2014),"$13,307,125",103,Uni.,"$23,438,250",2017
Pompeii,"$10,340,823",104,TriS,"$23,219,748",2017
Transcendence,"$10,886,386",105,WB,"$23,022,309",2017
As Above/So Below,"$8,632,820",106,Uni.,"$21,321,100",2017
Brick Mansions,"$9,516,855",107,Rela.,"$20,396,829",2017
"I, Frankenstein","$8,610,441",108,LGF,"$19,075,290",2017
The Legend of Hercules,"$8,868,318",109,LG/S,"$18,848,538",2017
Bears,"$4,776,267",110,BV,"$17,780,194",2017
Addicted,"$7,485,346",111,LGF,"$17,390,770",2017
A Haunted House 2,"$8,843,875",112,ORF,"$17,329,486",2017
A Most Wanted Man,"$2,687,227",113,RAtt.,"$17,237,855",2017
Begin Again,"$134,064",114,Wein.,"$16,170,632",2017
Tyler Perry's The Single Moms Club,"$8,075,111",115,LGF,"$15,973,881",2017
Devil's Due,"$8,308,220",116,Fox,"$15,821,461",2017
And So It Goes,"$4,642,329",117,CE,"$15,160,801",2017
Step Up All In,"$6,469,857",118,LG/S,"$14,904,384",2017
Beyond the Lights,"$6,200,284",119,Rela.,"$14,618,727",2017
Big Eyes,"$3,001,738",120,Wein.,"$14,482,031",2017
America (2014),"$38,608",121,LGF,"$14,444,502",2017
Left Behind (2014),"$6,300,147",122,Free,"$14,019,924",2017
Frank Miller's Sin City: A Dame to Kill For,"$6,317,683",123,W/Dim.,"$13,757,804",2017
Labor Day,"$5,175,282",124,Par.,"$13,371,528",2017
Whiplash,"$135,388",125,SPC,"$13,092,000",2017
Winter's Tale,"$7,297,694",126,WB,"$12,600,231",2017
Foxcatcher,"$270,877",127,SPC,"$12,096,300",2017
Island of Lemurs: Madagascar (IMAX),"$188,307",128,WB,"$11,022,302",2017
Belle,"$106,578",129,FoxS,"$10,726,630",2017
