,Age,Athlete,Country,Medal,NOC,Rank,Time,Year,Type,Gender,test
5295,21.0,Jaroslav BabuÅ¡iak,Slovakia,,SVK,27.0,3:20.78,2006,Combined,Male,False
5296,21.0,Roger Vidosa,Andorra,,AND,28.0,3:21.37,2006,Combined,Male,False
5297,23.0,Steve Nyman,United States,,USA,29.0,3:22.68,2006,Combined,Male,False
5298,24.0,Andrej Å porn,Slovenia,,SLO,30.0,3:23.53,2006,Combined,Male,False
5299,23.0,Mikhail Sedyankov,Bulgaria,,BUL,31.0,3:23.90,2006,Combined,Male,False
5300,25.0,Claudio Sprecher,Liechtenstein,,LIE,32.0,3:24.08,2006,Combined,Male,False
5286,28.0,Johan Brolenius,Sweden,,SWE,18.0,3:13.27,2006,Combined,Male,False
5284,28.0,Scott Macartney,United States,,USA,16.0,3:13.05,2006,Combined,Male,False
5302,26.0,Mario Matt,Austria,,AUT,34.0,3:28.78,2006,Combined,Male,False
5275,22.0,Marc Berthod,Switzerland,,SUI,7.0,3:11.22,2006,Combined,Male,False
5270,26.0,Ivica KosteliÄ,Croatia,Silver,CRO,2.0,3:09.88,2006,Combined,Male,False
1826,29.0,Noriyo Hiroi,Japan,,JPN,29.0,1:33.59,2006,Slalom,Women,False
2328,18.0,Leire Morlans,Spain,,ESP,49.0,1:38.53,2006,Super G,Women,False
1846,28.0,RÃ©ka Tuss,Hungary,,HUN,49.0,1:51.59,2006,Slalom,Women,False
2318,22.0,Tina Maze,Slovenia,,SLO,39.0,1:36.64,2006,Super G,Women,False
2311,27.0,Ingrid Jacquemod,France,,FRA,32.0,1:35.28,2006,Super G,Women,False
2312,16.0,Tina Weirather,Liechtenstein,,LIE,33.0,1:35.34,2006,Super G,Women,False
2313,22.0,Sherry Lawrence,Canada,,CAN,34.0,1:35.47,2006,Super G,Women,False
2314,27.0,Nadia Styger,Switzerland,,SUI,35.0,1:35.57,2006,Super G,Women,False
2315,24.0,Lucie HrstkovÃ¡,Czech Republic,,CZE,36.0,1:35.62,2006,Super G,Women,False
2316,30.0,MarÃ­a JosÃ© Rienda,Spain,,ESP,37.0,1:36.03,2006,Super G,Women,False
2317,19.0,Nadia Fanchini,Italy,,ITA,38.0,1:36.46,2006,Super G,Women,False
2320,22.0,Alexandra Coletti,Monaco,,MON,41.0,1:37.02,2006,Super G,Women,False
1045,21.0,Roger Vidosa,Andorra,,AND,50,1:59.24,2006,DownHill,Male,False
2329,17.0,Macarena Benvenuto,Chile,,CHI,50.0,1:41.52,2006,Super G,Women,False
2321,28.0,Olesya Aliyeva,Russia,,RUS,42.0,1:37.12,2006,Super G,Women,False
2322,24.0,Jelena LoloviÄ,Serbia and Montenegro,,SCG,43.0,1:37.45,2006,Super G,Women,False
2323,18.0,SoÅa MaculovÃ¡,Slovakia,,SVK,44.0,1:37.87,2006,Super G,Women,False
2324,20.0,Ana Drev,Slovenia,,SLO,45.0,1:37.92,2006,Super G,Women,False
2325,21.0,Chirine Njeim,Lebanon,,LIB,46.0,1:37.93,2006,Super G,Women,False
2326,23.0,MarÃ­a BelÃ©n Simari Birkner,Argentina,,ARG,47.0,1:38.02,2006,Super G,Women,False
2319,21.0,Nika Fleiss,Croatia,,CRO,40.0,1:36.65,2006,Super G,Women,False
2330,20.0,Christelle Douibi,Algeria,,ALG,51.0,1:43.54,2006,Super G,Women,False
2331,20.0,Elena Fanchini,Italy,,ITA,,,2006,Super G,Women,False
2332,21.0,Daniela Anguita,Chile,,CHI,,,2006,Super G,Women,False
956,22.0,Nicole Hosp,Austria,,AUT,5.0,2:53.21,2006,Combine,Women,False
957,20.0,Michaela Kirchgasser,Austria,,AUT,6.0,2:53.48,2006,Combine,Women,False
597,21.0,Stacey Cook,United States,,USA,19.0,1:58.70,2006,Downhill,Women,False
958,32.0,Martina Ertl-Renz,Germany,,GER,7.0,2:54.28,2006,Combine,Women,False
959,22.0,Jessica Lindell-Vikarby,Sweden,,SWE,8.0,2:55.19,2006,Combine,Women,False
960,21.0,Julia Mancuso,United States,,USA,9.0,2:55.44,2006,Combine,Women,False
961,20.0,Brigitte Acton,Canada,,CAN,10.0,2:55.75,2006,Combine,Women,False
962,20.0,Resi Stiegler,United States,,USA,11.0,2:55.79,2006,Combine,Women,False
963,28.0,Janette Hargin,Sweden,,SWE,12.0,2:56.13,2006,Combine,Women,False
964,25.0,Emily Brydon,Canada,,CAN,13.0,2:56.51,2006,Combine,Women,False
965,24.0,Nike Bent,Sweden,,SWE,14.0,2:56.62,2006,Combine,Women,False
966,21.0,Veronika ZuzulovÃ¡,Slovakia,,SVK,15.0,2:56.63,2006,Combine,Women,False
967,27.0,Monika Bergmann-Schmuderer,Germany,,GER,16.0,2:56.80,2006,Combine,Women,False
968,21.0,Kaylin Richardson,United States,,USA,17.0,2:56.83,2006,Combine,Women,False
969,20.0,Marie Marchand-Arvier,France,,FRA,18.0,2:57.11,2006,Combine,Women,False
2327,16.0,Jana GantnerovÃ¡,Slovakia,,SVK,48.0,1:38.40,2006,Super G,Women,False
4624,25.0,AleÅ¡ Gorza,Slovenia,,SLO,,,2006,Giant Slalom,Male,False
1847,28.0,Dong Jinzhi,China,,CHN,50.0,1:54.06,2006,Slalom,Women,False
618,20.0,Christelle Douibi,Algeria,,ALG,40.0,2:09.68,2006,Downhill,Women,False
617,20.0,Miriam VÃ¡zquez,Argentina,,ARG,39.0,2:07.42,2006,Downhill,Women,False
611,28.0,Olesya Aliyeva,Russia,,RUS,33.0,2:02.06,2006,Downhill,Women,False
612,21.0,Chirine Njeim,Lebanon,,LIB,34.0,2:02.86,2006,Downhill,Women,False
613,18.0,SoÅa MaculovÃ¡,Slovakia,,SVK,35.0,2:03.63,2006,Downhill,Women,False
614,16.0,Jana GantnerovÃ¡,Slovakia,,SVK,36.0,2:04.60,2006,Downhill,Women,False
615,17.0,Eva HuÄkovÃ¡,Slovakia,,SVK,37.0,2:05.32,2006,Downhill,Women,False
616,18.0,Andrea Casasnovas,Spain,,ESP,38.0,2:06.73,2006,Downhill,Women,False
2282,32.0,Alexandra Meissnitzer,Austria,Bronze,AUT,3.0,1:33.06,2006,Super G,Women,False
1043,23.0,Sindri MÃ¡r PÃ¡lsson,Iceland,,ISL,48,1:57.69,2006,DownHill,Male,False
619,16.0,Tina Weirather,Liechtenstein,,LIE,,,2006,Downhill,Women,False
620,20.0,UrÅ¡ka RabiÄ,Slovenia,,SLO,,,2006,Downhill,Women,False
621,24.0,Elisabeth GÃ¶rgl,Austria,,AUT,,,2006,Downhill,Women,False
622,18.0,Leire Morlans,Spain,,ESP,,,2006,Downhill,Women,False
2280,32.0,Michaela Dorfmeister,Austria,Gold,AUT,1.0,1:32.47,2006,Super G,Women,False
2281,24.0,Janica KosteliÄ,Croatia,Silver,CRO,2.0,1:32.74,2006,Super G,Women,False
1848,24.0,Neha Ahuja,India,,IND,51.0,1:56.16,2006,Slalom,Women,False
2283,23.0,Kelly Vanderbeek,Canada,,CAN,4.0,1:33.09,2006,Super G,Women,False
2284,32.0,Carole Montillet-Carles,France,,FRA,5.0,1:33.31,2006,Super G,Women,False
2285,24.0,Martina Schild,Switzerland,,SUI,6.0,1:33.33,2006,Super G,Women,False
1849,24.0,Lucie HrstkovÃ¡,Czech Republic,,CZE,,,2006,Slalom,Women,False
1811,21.0,Lindsey Kildow-Vonn,United States,,USA,14.0,1:31.58,2006,Slalom,Women,False
2286,21.0,Lindsey Kildow-Vonn,United States,,USA,7.0,1:33.42,2006,Super G,Women,False
2287,26.0,Lucia Recchia,Italy,,ITA,8.0,1:33.48,2006,Super G,Women,False
2288,25.0,Emily Brydon,Canada,,CAN,9.0,1:33.50,2006,Super G,Women,False
1861,26.0,Magda Kalomoirou,Greece,,GRE,,,2006,Slalom,Women,False
1860,30.0,Laure Pequegnot,France,,FRA,,,2006,Slalom,Women,False
1859,19.0,Kathrin Zettel,Austria,,AUT,,,2006,Slalom,Women,False
1858,30.0,Kristina Koznick,United States,,USA,,,2006,Slalom,Women,False
1857,18.0,Duygu Ulusoy,Turkey,,TUR,,,2006,Slalom,Women,False
1855,18.0,Matea Ferk,Croatia,,CRO,,,2006,Slalom,Women,False
1854,18.0,SoÅa MaculovÃ¡,Slovakia,,SVK,,,2006,Slalom,Women,False
1853,27.0,Petra ZakouÅilovÃ¡,Czech Republic,,CZE,,,2006,Slalom,Women,False
1852,24.0,Daniela Merighetti,Italy,,ITA,,,2006,Slalom,Women,False
1851,32.0,Martina Ertl-Renz,Germany,,GER,,,2006,Slalom,Women,False
1850,20.0,Mariya Kirkova,Bulgaria,,BUL,,,2006,Slalom,Women,False
596,22.0,Jessica Lindell-Vikarby,Sweden,,SWE,18.0,1:58.56,2006,Downhill,Women,False
1036,26.0,Mikael Gayme,Chile,,CHI,41,1:55.73,2006,DownHill,Male,False
598,25.0,Emily Brydon,Canada,,CAN,20.0,1:58.97,2006,Downhill,Women,False
1578,19.0,Natko ZrnÄiÄ-Dim,Croatia,,CRO,35,1:34.49,2006,Super G,Male,False
1606,22.0,Nikolai Hentsch,Brazil,,BRA,,,2006,Super G,Male,False
5310,23.0,Aksel Lund Svindal,Norway,,NOR,,,2006,Combined,Male,False
5311,24.0,Silvan Zurbriggen,Switzerland,,SUI,,,2006,Combined,Male,False
5312,30.0,Michael Walchhofer,Austria,,AUT,,,2006,Combined,Male,False
5313,23.0,Ryan Semple,Canada,,CAN,,,2006,Combined,Male,False
1580,23.0,Roger Cruickshank,Great Britain,,GBR,37,1:34.87,2006,Super G,Male,False
3215,22.0,Alexandra Coletti,Monaco,,MON,,,2006,Giant Slalom,Women,False
1560,25.0,Patrick Staudacher,Italy,,ITA,17,1:31.91,2006,Super G,Male,False
1551,21.0,FranÃ§ois Bourque,Canada,,CAN,8,1:31.27,2006,Super G,Male,False
1558,24.0,Andrej Å porn,Slovenia,,SLO,15,1:31.84,2006,Super G,Male,False
1557,35.0,Lasse Kjus,Norway,,NOR,14,1:31.79,2006,Super G,Male,False
1556,23.0,Peter Fill,Italy,,ITA,13,1:31.54,2006,Super G,Male,False
1555,31.0,Didier Cuche,Switzerland,,SUI,12,1:31.50,2006,Super G,Male,False
1554,29.0,Antoine DÃ©nÃ©riaz,France,,FRA,11,1:31.49,2006,Super G,Male,False
1553,25.0,Hannes Reichelt,Austria,,AUT,10,1:31.39,2006,Super G,Male,False
1577,19.0,KryÅ¡tof KrÃ½zl,Czech Republic,,CZE,34,1:34.20,2006,Super G,Male,False
1605,26.0,Alex Antor,Andorra,,AND,,,2006,Super G,Male,False
1604,25.0,OndÅej Bank,Czech Republic,,CZE,,,2006,Super G,Male,False
1603,25.0,Claudio Sprecher,Liechtenstein,,LIE,,,2006,Super G,Male,False
1602,28.0,Bode Miller,United States,,USA,,,2006,Super G,Male,False
1033,21.0,Aleksandr Khoroshilov,Russia,,RUS,38,1:54.70,2006,DownHill,Male,False
1034,26.0,Alex Antor,Andorra,,AND,39,1:55.01,2006,DownHill,Male,False
1035,23.0,Konstantin Sats,Russia,,RUS,40,1:55.03,2006,DownHill,Male,False
1037,22.0,Maui Gayme,Chile,,CHI,42,1:56.10,2006,DownHill,Male,False
1038,22.0,Nikolai Hentsch,Brazil,,BRA,43,1:56.58,2006,DownHill,Male,False
5317,28.0,Didier DÃ©fago,Switzerland,,SUI,,,2006,Combined,Male,False
5316,28.0,Stefan Georgiev,Bulgaria,,BUL,,,2006,Combined,Male,False
5315,27.0,MichaÅ KaÅwa,Poland,,POL,,,2006,Combined,Male,False
5314,35.0,Lasse Kjus,Norway,,NOR,,,2006,Combined,Male,False
1596,27.0,Mykola Skriabin,Ukraine,,UKR,53,1:38.86,2006,Super G,Male,False
1597,26.0,Mikael Gayme,Chile,,CHI,54,1:39.68,2006,Super G,Male,False
1598,24.0,Leyti Seck,Senegal,,SEN,55,1:42.87,2006,Super G,Male,False
1599,19.0,Erjon Tola,Albania,,ALB,56,1:44.27,2006,Super G,Male,False
1600,29.0,AJ Bear,Australia,,AUS,,,2006,Super G,Male,False
1601,28.0,Pierre-Emmanuel Dalcin,France,,FRA,,,2006,Super G,Male,False
1552,32.0,Daron Rahlves,United States,,USA,9,1:31.37,2006,Super G,Male,False
1550,28.0,Scott Macartney,United States,,USA,7,1:31.23,2006,Super G,Male,False
1595,28.0,Ivars Ciaguns,Latvia,,LAT,52,1:38.18,2006,Super G,Male,False
1568,25.0,Yannick Bertrand,France,,FRA,24,1:32.21,2006,Super G,Male,False
1573,26.0,Massimiliano Blardone,Italy,,ITA,29,1:33.48,2006,Super G,Male,False
1562,29.0,Christoph Gruber,Austria,,AUT,19,1:32.00,2006,Super G,Male,False
1571,27.0,Andrej Jerman,Slovenia,,SLO,28,1:33.20,2006,Super G,Male,False
1570,23.0,Konstantin Sats,Russia,,RUS,27,1:33.14,2006,Super G,Male,False
1569,28.0,Bjarne Solbakken,Norway,,NOR,26,1:32.90,2006,Super G,Male,False
1572,25.0,Pavel Shestakov,Russia,,RUS,29,1:33.48,2006,Super G,Male,False
1567,36.0,Patrik JÃ¤rbyn,Sweden,,SWE,24,1:32.21,2006,Super G,Male,False
1566,28.0,Finlay Mickel,Great Britain,,GBR,22,1:32.10,2006,Super G,Male,False
1549,34.0,Marco BÃ¼chel,Liechtenstein,,LIE,6,1:31.22,2006,Super G,Male,False
1575,25.0,Petr ZÃ¡hrobskÃ½,Czech Republic,,CZE,32,1:33.70,2006,Super G,Male,False
1576,25.0,AleÅ¡ Gorza,Slovenia,,SLO,33,1:33.77,2006,Super G,Male,False
1563,22.0,Manuel Osborne-Paradis,Canada,,CAN,20,1:32.02,2006,Super G,Male,False
1564,27.0,Benjamin Raich,Austria,,AUT,21,1:32.05,2006,Super G,Male,False
1565,21.0,John Kucera,Canada,,CAN,22,1:32.10,2006,Super G,Male,False
954,24.0,Anja PÃ¤rson,Sweden,Bronze,SWE,3.0,2:51.63,2006,Combine,Women,False
1574,26.0,Ivica KosteliÄ,Croatia,,CRO,31,1:33.53,2006,Super G,Male,False
1561,33.0,Bruno Kernen,Switzerland,,SUI,18,1:31.95,2006,Super G,Male,False
1039,27.0,MichaÅ KaÅwa,Poland,,POL,44,1:56.81,2006,DownHill,Male,False
1559,28.0,Didier DÃ©fago,Switzerland,,SUI,16,1:31.90,2006,Super G,Male,False
1808,24.0,Florine de Leymarie,France,,FRA,11.0,1:31.39,2006,Slalom,Women,False
1548,23.0,Aksel Lund Svindal,Norway,,NOR,5,1:31.10,2006,Super G,Male,False
1547,24.0,Erik Guay,Canada,,CAN,4,1:31.08,2006,Super G,Male,False
1546,28.0,Ambrosi Hoffmann,Switzerland,Bronze,SUI,3,1:30.98,2006,Super G,Male,False
1545,33.0,Hermann Maier,Austria,Silver,AUT,2,1:30.78,2006,Super G,Male,False
1544,34.0,Kjetil AndrÃ© Aamodt,Norway,Gold,NOR,1,1:30.65,2006,Super G,Male,False
1798,24.0,Anja PÃ¤rson,Sweden,Gold,SWE,1.0,1:29.04,2006,Slalom,Women,False
1799,22.0,Nicole Hosp,Austria,Silver,AUT,2.0,1:29.33,2006,Slalom,Women,False
1800,24.0,Marlies Schild,Austria,Bronze,AUT,3.0,1:29.79,2006,Slalom,Women,False
1801,24.0,Janica KosteliÄ,Croatia,,CRO,4.0,1:29.94,2006,Slalom,Women,False
1802,20.0,Michaela Kirchgasser,Austria,,AUT,5.0,1:30.28,2006,Slalom,Women,False
1803,25.0,Tanja Poutiainen,Finland,,FIN,6.0,1:30.79,2006,Slalom,Women,False
1804,30.0,Annemarie Gerg,Germany,,GER,7.0,1:30.89,2006,Slalom,Women,False
1805,21.0,Chiara Costazza,Italy,,ITA,8.0,1:31.08,2006,Slalom,Women,False
1806,21.0,Therese BorssÃ©n,Sweden,,SWE,8.0,1:31.08,2006,Slalom,Women,False
1807,26.0,Sarah Schleper,United States,,USA,10.0,1:31.38,2006,Slalom,Women,False
5327,24.0,Jono Brauer,Australia,,AUS,,,2006,Combined,Male,False
5326,21.0,Filip Trejbal,Czech Republic,,CZE,,,2006,Combined,Male,False
600,24.0,Nike Bent,Sweden,,SWE,22.0,1:59.17,2006,Downhill,Women,False
1856,17.0,Eva HuÄkovÃ¡,Slovakia,,SVK,,,2006,Slalom,Women,False
583,27.0,Nadia Styger,Switzerland,,SUI,5.0,1:57.62,2006,Downhill,Women,False
584,30.0,Petra Haltmayr,Germany,,GER,6.0,1:57.69,2006,Downhill,Women,False
585,21.0,Julia Mancuso,United States,,USA,7.0,1:57.71,2006,Downhill,Women,False
586,21.0,Lindsey Kildow-Vonn,United States,,USA,8.0,1:57.78,2006,Downhill,Women,False
587,32.0,Alexandra Meissnitzer,Austria,,AUT,8.0,1:57.78,2006,Downhill,Women,False
588,19.0,Nadia Fanchini,Italy,,ITA,10.0,1:57.84,2006,Downhill,Women,False
1812,19.0,Ana JeluÅ¡iÄ,Croatia,,CRO,15.0,1:31.78,2006,Slalom,Women,False
1810,21.0,Å Ã¡rka ZÃ¡hrobskÃ¡-StrachovÃ¡,Czech Republic,,CZE,13.0,1:31.55,2006,Slalom,Women,False
1586,23.0,Steve Nyman,United States,,USA,43,1:36.22,2006,Super G,Male,False
3198,28.0,RÃ©ka Tuss,Hungary,,HUN,41.0,2:39.82,2006,Giant Slalom,Women,False
3205,20.0,Michaela Kirchgasser,Austria,,AUT,,,2006,Giant Slalom,Women,False
3204,25.0,Denise Karbon,Italy,,ITA,,,2006,Giant Slalom,Women,False
3203,30.0,Annemarie Gerg,Germany,,GER,,,2006,Giant Slalom,Women,False
3202,24.0,Lucie HrstkovÃ¡,Czech Republic,,CZE,,,2006,Giant Slalom,Women,False
3201,21.0,Å Ã¡rka ZÃ¡hrobskÃ¡-StrachovÃ¡,Czech Republic,,CZE,,,2006,Giant Slalom,Women,False
3200,22.0,Mirella Arnhold,Brazil,,BRA,43.0,2:49.17,2006,Giant Slalom,Women,False
589,23.0,Chemmy Alcott,Great Britain,,GBR,11.0,1:57.85,2006,Downhill,Women,False
582,30.0,Renate GÃ¶tschl,Austria,,AUT,4.0,1:57.20,2006,Downhill,Women,False
580,24.0,Martina Schild,Switzerland,Silver,SUI,2.0,1:56.86,2006,Downhill,Women,False
579,32.0,Michaela Dorfmeister,Austria,Gold,AUT,1.0,1:56.49,2006,Downhill,Women,False
591,26.0,Lucia Recchia,Italy,,ITA,13.0,1:58.30,2006,Downhill,Women,False
601,25.0,DagnÃ½ Linda KristjÃ¡nsdÃ³ttir,Iceland,,ISL,23.0,1:59.43,2006,Downhill,Women,False
602,23.0,Kelly Vanderbeek,Canada,,CAN,24.0,1:59.63,2006,Downhill,Women,False
603,21.0,Petra Robnik,Slovenia,,SLO,25.0,1:59.66,2006,Downhill,Women,False
604,19.0,Shona Rubens,Canada,,CAN,26.0,2:00.30,2006,Downhill,Women,False
605,22.0,Sherry Lawrence,Canada,,CAN,27.0,2:00.47,2006,Downhill,Women,False
606,32.0,Carole Montillet-Carles,France,,FRA,28.0,2:01.03,2006,Downhill,Women,False
592,28.0,Sylviane Berthod,Switzerland,,SUI,14.0,1:58.36,2006,Downhill,Women,False
590,25.0,FrÃ¤nzi Aufdenblatten,Switzerland,,SUI,12.0,1:57.96,2006,Downhill,Women,False
5304,27.0,Benjamin Raich,Austria,,AUT,,,2006,Combined,Male,False
581,24.0,Anja PÃ¤rson,Sweden,Bronze,SWE,3.0,1:57.13,2006,Downhill,Women,False
5305,19.0,Ivan RatkiÄ,Croatia,,CRO,,,2006,Combined,Male,False
5306,20.0,RenÄrs DorÅ¡s,Latvia,,LAT,,,2006,Combined,Male,False
5307,27.0,Mykola Skriabin,Ukraine,,UKR,,,2006,Combined,Male,False
1042,27.0,Mykola Skriabin,Ukraine,,UKR,47,1:57.56,2006,DownHill,Male,False
3199,24.0,Neha Ahuja,India,,IND,42.0,2:41.31,2006,Giant Slalom,Women,False
1594,28.0,Andrey Drygin,Tajikistan,,TJK,51,1:37.85,2006,Super G,Male,False
5324,22.0,Nikolai Hentsch,Brazil,,BRA,,,2006,Combined,Male,False
1041,20.0,RenÄrs DorÅ¡s,Latvia,,LAT,46,1:57.54,2006,DownHill,Male,False
1040,21.0,Jaroslav BabuÅ¡iak,Slovakia,,SVK,45,1:57.45,2006,DownHill,Male,False
3214,23.0,MarÃ­a BelÃ©n Simari Birkner,Argentina,,ARG,,,2006,Giant Slalom,Women,False
3213,21.0,Christina Lustenberger,Canada,,CAN,,,2006,Giant Slalom,Women,False
3212,22.0,Manuela MÃ¶lgg,Italy,,ITA,,,2006,Giant Slalom,Women,False
3211,19.0,Bianca Narea,Romania,,ROU,,,2006,Giant Slalom,Women,False
3210,21.0,Chirine Njeim,Lebanon,,LIB,,,2006,Giant Slalom,Women,False
1809,20.0,Resi Stiegler,United States,,USA,12.0,1:31.48,2006,Slalom,Women,False
1579,19.0,Ivan RatkiÄ,Croatia,,CRO,36,1:34.77,2006,Super G,Male,False
1587,25.0,Duncan Grob,Chile,,CHI,44,1:36.24,2006,Super G,Male,False
5325,23.0,Konstantin Sats,Russia,,RUS,,,2006,Combined,Male,False
5318,26.0,Alex Antor,Andorra,,AND,,,2006,Combined,Male,False
5319,23.0,Sindri MÃ¡r PÃ¡lsson,Iceland,,ISL,,,2006,Combined,Male,False
5320,27.0,Alex Heath,South Africa,,RSA,,,2006,Combined,Male,False
5321,25.0,Patrick Staudacher,Italy,,ITA,,,2006,Combined,Male,False
5322,19.0,Jorge MandrÃº,Chile,,CHI,,,2006,Combined,Male,False
5323,28.0,Bode Miller,United States,,USA,,,2006,Combined,Male,False
3216,20.0,Nicola Campbell,New Zealand,,NZL,,,2006,Giant Slalom,Women,False
3217,25.0,DagnÃ½ Linda KristjÃ¡nsdÃ³ttir,Iceland,,ISL,,,2006,Giant Slalom,Women,False
3218,24.0,Erika McLeod,New Zealand,,NZL,,,2006,Giant Slalom,Women,False
3219,28.0,Olesya Aliyeva,Russia,,RUS,,,2006,Giant Slalom,Women,False
1588,27.0,MichaÅ KaÅwa,Poland,,POL,45,1:36.25,2006,Super G,Male,False
1589,25.0,Ivan Heimschild,Slovakia,,SVK,46,1:36.58,2006,Super G,Male,False
1590,22.0,Maui Gayme,Chile,,CHI,47,1:36.85,2006,Super G,Male,False
1591,17.0,Olivier Jenot,Monaco,,MON,48,1:37.03,2006,Super G,Male,False
1592,19.0,Ivan Olivari,Croatia,,CRO,49,1:37.43,2006,Super G,Male,False
1593,27.0,Alex Heath,South Africa,,RSA,50,1:37.77,2006,Super G,Male,False
3206,26.0,Sarah Schleper,United States,,USA,,,2006,Giant Slalom,Women,False
3207,19.0,Ana JeluÅ¡iÄ,Croatia,,CRO,,,2006,Giant Slalom,Women,False
3208,18.0,Matea Ferk,Croatia,,CRO,,,2006,Giant Slalom,Women,False
3209,16.0,Jana GantnerovÃ¡,Slovakia,,SVK,,,2006,Giant Slalom,Women,False
1581,23.0,Martin VrÃ¡blÃ­k,Czech Republic,,CZE,38,1:34.90,2006,Super G,Male,False
1582,24.0,Gauthier de TessiÃ¨res,France,,FRA,39,1:34.94,2006,Super G,Male,False
1583,21.0,Jaroslav BabuÅ¡iak,Slovakia,,SVK,40,1:35.41,2006,Super G,Male,False
1584,21.0,Aleksandr Khoroshilov,Russia,,RUS,41,1:35.51,2006,Super G,Male,False
1585,21.0,Anton Konovalov,Russia,,RUS,42,1:35.72,2006,Super G,Male,False
955,19.0,Kathrin Zettel,Austria,,AUT,4.0,2:52.41,2006,Combine,Women,False
2304,20.0,Marie Marchand-Arvier,France,,FRA,25.0,1:34.82,2006,Super G,Women,False
953,24.0,Marlies Schild,Austria,Silver,AUT,2.0,2:51.58,2006,Combine,Women,False
1030,25.0,Claudio Sprecher,Liechtenstein,,LIE,35,1:53.34,2006,DownHill,Male,False
1046,28.0,Andrey Drygin,Tajikistan,,TJK,51,1:59.41,2006,DownHill,Male,False
1047,27.0,Alex Heath,South Africa,,RSA,52,1:59.79,2006,DownHill,Male,False
1048,24.0,Florentin Nicolae,Romania,,ROU,53,2:00.93,2006,DownHill,Male,False
1049,25.0,OndÅej Bank,Czech Republic,,CZE,,,2006,DownHill,Male,False
1050,25.0,Ivan Heimschild,Slovakia,,SVK,,,2006,DownHill,Male,False
1032,23.0,Roger Cruickshank,Great Britain,,GBR,37,1:54.65,2006,DownHill,Male,False
1031,29.0,Borek ZakouÅil,Czech Republic,,CZE,36,1:54.07,2006,DownHill,Male,False
1029,25.0,Petr ZÃ¡hrobskÃ½,Czech Republic,,CZE,34,1:52.90,2006,DownHill,Male,False
4652,20.0,Vitalijus Rumiancevas,Lithuania,,LTU,,,2006,Giant Slalom,Male,False
1028,36.0,Patrik JÃ¤rbyn,Sweden,,SWE,33,1:52.87,2006,DownHill,Male,False
1027,29.0,Craig Branch,Australia,,AUS,32,1:52.55,2006,DownHill,Male,False
1026,24.0,Andrej Å porn,Slovenia,,SLO,31,1:52.17,2006,DownHill,Male,False
1025,25.0,Pavel Shestakov,Russia,,RUS,30,1:51.93,2006,DownHill,Male,False
1024,28.0,Bjarne Solbakken,Norway,,NOR,29,1:51.72,2006,DownHill,Male,False
1023,27.0,Andrej Jerman,Slovenia,,SLO,28,1:51.70,2006,DownHill,Male,False
1022,21.0,John Kucera,Canada,,CAN,27,1:51.55,2006,DownHill,Male,False
4648,28.0,Andrey Drygin,Tajikistan,,TJK,,,2006,Giant Slalom,Male,False
4622,23.0,Manfred MÃ¶lgg,Italy,,ITA,,,2006,Giant Slalom,Male,False
4647,20.0,Gjorgji Markovski,Macedonia,,MKD,,,2006,Giant Slalom,Male,False
4645,22.0,KristjÃ¡n Uni Ãskarsson,Iceland,,ISL,,,2006,Giant Slalom,Male,False
4638,24.0,Gang Min-Hyeok,South Korea,,KOR,,,2006,Giant Slalom,Male,False
4637,19.0,KryÅ¡tof KrÃ½zl,Czech Republic,,CZE,,,2006,Giant Slalom,Male,False
4636,23.0,Konstantin Sats,Russia,,RUS,,,2006,Giant Slalom,Male,False
4635,25.0,Pavel Shestakov,Russia,,RUS,,,2006,Giant Slalom,Male,False
4634,23.0,Dmitry Ulyanov,Russia,,RUS,,,2006,Giant Slalom,Male,False
4633,25.0,Claudio Sprecher,Liechtenstein,,LIE,,,2006,Giant Slalom,Male,False
4632,26.0,BjÃ¶rgvin BjÃ¶rgvinsson,Iceland,,ISL,,,2006,Giant Slalom,Male,False
4631,25.0,Petr ZÃ¡hrobskÃ½,Czech Republic,,CZE,,,2006,Giant Slalom,Male,False
4630,26.0,Brad Wall,Australia,,AUS,,,2006,Giant Slalom,Male,False
4629,25.0,Bernard VajdiÄ,Slovenia,,SLO,,,2006,Giant Slalom,Male,False
4628,21.0,Felix Neureuther,Germany,,GER,,,2006,Giant Slalom,Male,False
4627,23.0,Ryan Semple,Canada,,CAN,,,2006,Giant Slalom,Male,False
4626,24.0,Gauthier de TessiÃ¨res,France,,FRA,,,2006,Giant Slalom,Male,False
4625,22.0,Daniel Albrecht,Switzerland,,SUI,,,2006,Giant Slalom,Male,False
5308,21.0,Anton Konovalov,Russia,,RUS,,,2006,Combined,Male,False
1021,28.0,Didier DÃ©fago,Switzerland,,SUI,26,1:51.51,2006,DownHill,Male,False
4651,18.0,Marino Cardelli,San Marino,,SMR,,,2006,Giant Slalom,Male,False
4613,26.0,Jean-Philippe Roy,Canada,,CAN,,,2006,Giant Slalom,Male,False
4595,19.0,Natko ZrnÄiÄ-Dim,Croatia,,CRO,25.0,2:45.59,2006,Giant Slalom,Male,False
4580,33.0,Thomas Grandi,Canada,,CAN,10.0,2:36.88,2006,Giant Slalom,Male,False
4579,28.0,Kalle Palander,Finland,,FIN,9.0,2:36.82,2006,Giant Slalom,Male,False
4578,28.0,Rainer SchÃ¶nfelder,Austria,,AUT,8.0,2:36.64,2006,Giant Slalom,Male,False
